PoliticalEventKey,CountryKey,MonthKey,SumEvents,TotalEvents,NormalizedEvents1000,EventRootCode,EventRootDescr,EventCode,EventDescr,GoldsteinScale,AvgNumMentions,SumNumMentions,AvgAvgTone
3596,TCD,168,8,44481,0.17985207167105055,17,COERCE,1724,Impose state of emergency or martial law,-5.0,5.0,40,-9.610427361137331
3597,TCD,168,10,44481,0.2248150895888132,17,COERCE,175,Use tactics of violent repression  ,-9.0,6.3,63,-6.150225105344187
3598,TCD,168,6,44481,0.1348890537532879,17,COERCE,1723,Impose curfew,-5.0,11.666666666666668,70,0.3236666943748631
3599,TCD,168,47,44481,1.056630921067422,17,COERCE,174,Expel or deport individuals,-5.0,9.617021276595743,452,-3.951408193663772
3600,TCD,168,148,44481,3.3272633259144357,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,10.95945945945946,1622,-5.8834566256301475
3601,TCD,168,8,44481,0.17985207167105055,17,COERCE,170,"Coerce, not specified below ",-7.0,4.125,33,-7.996153617670963
3602,TCD,168,517,44481,11.622940131741641,19,FIGHT,193,Fight with small arms and light weapons,-10.0,9.765957446808503,5049,-4.869975907198507
3603,TCD,168,22,44481,0.494593197095389,17,COERCE,171,"Seize or damage property, not specified below",-9.2,5.545454545454546,122,-5.3113827086510685
3604,TCD,168,9,44481,0.20233358062993187,17,COERCE,1711,Confiscate property,-9.2,4.111111111111112,37,-8.367429548659016
3605,TCD,168,28,44481,0.629482250848677,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,7.678571428571428,215,-5.431764440611182
3606,TCD,168,1,44481,0.02248150895888132,17,COERCE,1722,Ban political parties or politicians,-5.0,4.0,4,-5.27926549349656
3607,TCD,168,66,44481,1.4837795912861669,18,ASSAULT,1821,Sexually assault,-9.0,8.818181818181822,582,-6.992060629326207
3608,TCD,168,126,44481,2.8326701288190463,18,ASSAULT,1822,Torture,-9.0,7.7142857142857135,972,-6.147810273363117
3609,TCD,168,7,44481,0.15737056271216926,18,ASSAULT,1823,Kill by physical assault,-10.0,4.571428571428573,32,-5.7622476961957645
3610,TCD,168,90,44481,2.0233358062993188,18,ASSAULT,182,"Physically assault, not specified below",-9.5,15.944444444444445,1435,-6.271303367611992
3611,TCD,168,30,44481,0.6744452687664396,18,ASSAULT,186,Assassinate ,-10.0,5.7333333333333325,172,-4.437296058916373
3612,TCD,168,65,44481,1.461298082327286,18,ASSAULT,1831,Carry out suicide bombing,-10.0,9.215384615384616,599,-9.107770367503713
3613,TCD,168,3,44481,0.06744452687664396,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,23.33333333333333,70,-4.027504407961088
3614,TCD,168,393,44481,8.83523302084036,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,8.137404580152669,3198,-9.16907983251215
3615,TCD,168,1826,44481,41.05123535891729,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,9.23439211391019,16862,-7.73954229549027
3616,TCD,168,2345,44481,52.71913850857669,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,16.06012793176972,37661,-5.1969318991181375
3617,TCD,168,1557,44481,35.003709448978206,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,10.994861913937056,17119,-4.814652020260045
3618,TCD,168,184,44481,4.136597648434162,19,FIGHT,192,Occupy territory,-9.5,8.195652173913041,1508,-2.5207746118340126
3619,CAN,181,45070,1649507,27.32331539059852,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,17.46778344796983,787273,-3.6155670521175565
3620,CAN,181,1172,1649507,0.7105153236694357,18,ASSAULT,1821,Sexually assault,-9.0,12.371160409556316,14499,-5.167922586007787
3621,CAN,181,705,1649507,0.42740042934040295,18,ASSAULT,1822,Torture,-9.0,14.458156028368794,10193,-5.528546632919934
3622,CAN,181,2893,1649507,1.7538573646550148,17,COERCE,174,Expel or deport individuals,-5.0,11.762875907362599,34030,-4.160447944558034
3623,CAN,181,489,1649507,0.2964522126914284,17,COERCE,1711,Confiscate property,-9.2,8.556237218813905,4184,-4.6535031033881396
3624,CAN,181,44,1649507,0.026674636724791104,17,COERCE,1722,Ban political parties or politicians,-5.0,7.0227272727272725,309,-2.43085671886082
3625,CAN,181,616,1649507,0.3734449141470755,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,11.673701298701301,7191,-3.525150091612689
3626,CAN,181,2212,1649507,1.3410067371644985,18,ASSAULT,182,"Physically assault, not specified below",-9.5,15.701627486437616,34732,-4.798487305487158
3627,CAN,181,63,1649507,0.0381932298559509,18,ASSAULT,1831,Carry out suicide bombing,-10.0,8.71428571428571,549,-5.0346499024990115
3628,CAN,181,566,1649507,0.34313282695981284,19,FIGHT,195,Employ aerial weapons,-10.0,16.189045936395758,9163,-3.022088584845593
3629,CAN,181,320,1649507,0.19399735799848075,19,FIGHT,194,Fight with artillery and tanks,-10.0,10.046874999999996,3215,-3.3567565350595507
3630,CAN,181,395,1649507,0.2394654887793747,17,COERCE,175,Use tactics of violent repression  ,-9.0,38.88101265822785,15358,-4.4696410698595725
3631,CAN,181,5,1649507,0.0030312087187262613,19,FIGHT,196,Violate ceasefire ,-9.5,2.8,14,-1.8015808524034518
3632,CAN,181,2230,1649507,1.3519190885519128,17,COERCE,1712,Destroy property,-9.2,14.419282511210756,32155,-3.0052842775213704
3633,CAN,181,701,1649507,0.4249754623654219,17,COERCE,171,"Seize or damage property, not specified below",-9.2,13.332382310984304,9346,-4.161768814976758
3634,CAN,181,17881,1649507,10.840208619908855,19,FIGHT,193,Fight with small arms and light weapons,-10.0,22.509591186175257,402494,-3.922359107224824
3635,CAN,181,299,1649507,0.18126628137983045,18,ASSAULT,183,"Conduct suicide, car, or other non-military bombing, not spec below",-10.0,32.862876254180605,9826,-4.361933069949926
3636,CAN,181,86,1649507,0.0521367899620917,18,ASSAULT,185,Attempt to assassinate,-8.0,4.325581395348838,372,-3.2802122689418765
3637,CAN,181,40,1649507,0.02424966974981009,18,ASSAULT,1832,Carry out car bombing,-10.0,5.05,202,-3.7384101217810417
3638,CAN,181,1131,1649507,0.6856594121758804,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,11.982316534040676,13552,-1.6974552680347998
3639,CAN,181,8837,1649507,5.357358289476795,19,FIGHT,192,Occupy territory,-9.5,13.502998755233678,119326,-1.3225591056036508
3640,CAN,181,1607,1649507,0.9742304821986204,18,ASSAULT,186,Assassinate ,-10.0,10.398257622899813,16710,-2.445776732148534
3641,CAN,181,114,1649507,0.06911155878695878,17,COERCE,1724,Impose state of emergency or martial law,-5.0,10.631578947368421,1212,-4.18780542708375
3642,CAN,181,1647,1649507,0.9984801519484304,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,11.366727383120825,18721,-4.3159225729851585
3643,CAN,181,11888,1649507,7.207001849643562,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,17.502271197846564,208067,-5.581796597304886
3644,CAN,181,14,1649507,0.00848738441243353,20,USE UNCONVENTIONAL MASS VIOLENCE,201,Engage in mass expulsion,-9.5,5.428571428571429,76,-0.9598403495842216
3645,CAN,181,257,1649507,0.15580412814252986,18,ASSAULT,1823,Kill by physical assault,-10.0,10.879377431906617,2796,-5.989712395934992
3646,CAN,181,203,1649507,0.12306707398028625,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,8.463054187192117,1718,-3.7451399765300066
3647,CAN,181,83,1649507,0.05031806473085595,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,12.602409638554215,1046,-4.29026841529619
3648,CAN,181,447,1649507,0.2709900594541278,17,COERCE,1723,Impose curfew,-5.0,9.288590604026846,4152,-1.4648754522667764
3649,CAN,181,15966,1649507,9.679255680636699,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,16.310346987348115,260411,-2.662398475667114
3650,CAN,181,512,1649507,0.3103957727975692,17,COERCE,170,"Coerce, not specified below ",-7.0,12.72265625,6514,-3.859310456911587
3651,CAN,181,45314,1649507,27.471238376072375,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,16.21229642053228,734644,-5.120166240825362
3652,MAR,181,58,72072,0.8047508047508047,17,COERCE,1711,Confiscate property,-9.2,12.051724137931034,699,-7.521693803119208
3653,MAR,181,10,72072,0.13875013875013875,17,COERCE,171,"Seize or damage property, not specified below",-9.2,7.8,78,-5.174497800046916
3654,MAR,181,64,72072,0.8880008880008881,18,ASSAULT,1823,Kill by physical assault,-10.0,9.6875,620,-6.831054958178867
3655,MAR,181,254,72072,3.5242535242535244,19,FIGHT,192,Occupy territory,-9.5,9.614173228346452,2442,-2.531371763330565
3656,MAR,181,11,72072,0.15262515262515264,17,COERCE,1723,Impose curfew,-5.0,5.0,55,-0.9855914548076324
3657,MAR,181,3207,72072,44.497169497169494,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,16.05020268163393,51473,-6.942282297602088
3658,MAR,181,313,72072,4.342879342879343,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,22.76677316293929,7126,-6.8086716104414835
3659,MAR,181,29,72072,0.4023754023754024,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,5.965517241379311,173,-2.957703599891391
3660,MAR,181,211,72072,2.927627927627928,18,ASSAULT,182,"Physically assault, not specified below",-9.5,25.31279620853081,5341,-6.92467161106234
3661,MAR,181,16,72072,0.222000222000222,18,ASSAULT,183,"Conduct suicide, car, or other non-military bombing, not spec below",-10.0,19.0,304,-7.846981027795008
3662,MAR,181,78,72072,1.0822510822510822,17,COERCE,170,"Coerce, not specified below ",-7.0,10.564102564102564,824,-7.3014368327118175
3663,MAR,181,5,72072,0.06937506937506938,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,3.6,18,-5.600138503527487
3664,MAR,181,121,72072,1.678876678876679,17,COERCE,174,Expel or deport individuals,-5.0,16.223140495867767,1963,-6.618155978408913
3665,MAR,181,21,72072,0.2913752913752914,17,COERCE,1712,Destroy property,-9.2,5.0476190476190474,106,-3.5258237930860528
3666,MAR,181,3,72072,0.04162504162504162,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,5.0,15,-3.701271536837603
3667,MAR,181,35,72072,0.4856254856254856,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,8.4,294,-4.478170846636736
3668,MAR,181,12,72072,0.1665001665001665,19,FIGHT,196,Violate ceasefire ,-9.5,4.416666666666667,53,-5.4317865523923885
3669,MAR,181,596,72072,8.26950826950827,19,FIGHT,193,Fight with small arms and light weapons,-10.0,9.973154362416107,5944,-4.580667836536383
3670,MAR,181,1,72072,0.013875013875013876,18,ASSAULT,1832,Carry out car bombing,-10.0,5.0,5,-6.99172033118675
3671,MAR,181,395,72072,5.480630480630481,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,11.526582278481008,4553,-2.096808176945279
3672,MAR,181,208,72072,2.886002886002886,18,ASSAULT,1821,Sexually assault,-9.0,18.15384615384616,3776,-7.576598182378968
3673,MAR,181,50,72072,0.6937506937506938,19,FIGHT,194,Fight with artillery and tanks,-10.0,9.36,468,-5.990305206409137
3674,MAR,181,2538,72072,35.214785214785216,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,16.79117415287628,42616,-5.767135971477817
3675,MAR,181,82,72072,1.1377511377511378,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,12.670731707317074,1039,-5.986296821802987
3676,MAR,181,20,72072,0.2775002775002775,19,FIGHT,195,Employ aerial weapons,-10.0,4.0,80,-7.159865694446356
3677,MAR,181,68,72072,0.9435009435009436,18,ASSAULT,186,Assassinate ,-10.0,16.941176470588232,1152,-4.319726496586232
3678,MAR,181,1,72072,0.013875013875013876,17,COERCE,1722,Ban political parties or politicians,-5.0,5.0,5,-11.583924349881801
3679,MAR,181,121,72072,1.678876678876679,18,ASSAULT,1822,Torture,-9.0,16.652892561983467,2015,-6.771578475040421
3680,MAR,181,22,72072,0.3052503052503053,18,ASSAULT,1831,Carry out suicide bombing,-10.0,8.318181818181818,183,-6.030151210422383
3681,MAR,181,68,72072,0.9435009435009436,17,COERCE,175,Use tactics of violent repression  ,-9.0,8.941176470588236,608,-8.744028755486777
3682,COD,181,27,26792,1.0077635114959689,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,10.703703703703702,289,-5.06353026387487
3683,COD,181,2,26792,0.0746491489997014,19,FIGHT,196,Violate ceasefire ,-9.5,8.0,16,-6.120768229166665
3684,COD,181,93,26792,3.471185428486115,19,FIGHT,192,Occupy territory,-9.5,4.795698924731184,446,-5.359065800430715
3685,COD,181,213,26792,7.950134368468198,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,9.272300469483566,1975,-5.9617031591317
3686,COD,181,12,26792,0.4478948939982084,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,21.75,261,-4.38748033999978
3687,COD,181,8,26792,0.2985965959988056,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,6.5,52,-5.4436467191227855
3688,COD,181,463,26792,17.281277993430873,19,FIGHT,193,Fight with small arms and light weapons,-10.0,17.045356371490282,7892,-5.867193747974968
3689,COD,181,151,26792,5.636010749477456,17,COERCE,175,Use tactics of violent repression  ,-9.0,19.07947019867549,2881,-6.146862918562838
3690,COD,181,1,26792,0.0373245744998507,18,ASSAULT,1832,Carry out car bombing,-10.0,14.0,14,-10.543657331136698
3691,COD,181,3,26792,0.1119737234995521,18,ASSAULT,1823,Kill by physical assault,-10.0,4.333333333333333,13,-5.851942496037936
3692,COD,181,1829,26792,68.26664676022693,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,11.945872061235649,21849,-6.098120851739589
3693,COD,181,314,26792,11.719916392953118,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,21.37579617834395,6712,-4.70457124771932
3694,COD,181,16,26792,0.5971931919976112,17,COERCE,1723,Impose curfew,-5.0,11.4375,183,-5.014435190576217
3695,COD,181,90,26792,3.3592117049865626,17,COERCE,170,"Coerce, not specified below ",-7.0,13.52222222222222,1217,-5.617623095476418
3696,COD,181,844,26792,31.501940877874,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,13.386255924170616,11298,-6.016812478205477
3697,COD,181,16,26792,0.5971931919976112,17,COERCE,1711,Confiscate property,-9.2,6.750000000000001,108,-4.780736895144932
3698,COD,181,78,26792,2.9113168109883545,17,COERCE,1712,Destroy property,-9.2,6.346153846153847,495,-5.652281968861786
3699,COD,181,9,26792,0.33592117049865633,19,FIGHT,195,Employ aerial weapons,-10.0,7.777777777777778,70,-1.3053774672278589
3700,COD,181,167,26792,6.2332039414750655,18,ASSAULT,186,Assassinate ,-10.0,6.586826347305388,1100,-4.864776604307584
3701,COD,181,4,26792,0.1492982979994028,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,7.5,30,-3.7017094755640048
3702,COD,181,9,26792,0.33592117049865633,19,FIGHT,194,Fight with artillery and tanks,-10.0,24.33333333333333,219,-7.5439934802744855
3703,COD,181,21,26792,0.7838160644968648,17,COERCE,171,"Seize or damage property, not specified below",-9.2,5.3809523809523805,113,-5.898628858689637
3704,COD,181,30,26792,1.119737234995521,18,ASSAULT,1822,Torture,-9.0,9.73333333333333,292,-6.488800777523088
3705,COD,181,3,26792,0.1119737234995521,17,COERCE,1722,Ban political parties or politicians,-5.0,8.666666666666666,26,-5.791266861748768
3706,COD,181,47,26792,1.7542550014929832,17,COERCE,174,Expel or deport individuals,-5.0,21.319148936170212,1002,-5.2789213361770635
3707,COD,181,138,26792,5.150791280979397,18,ASSAULT,1821,Sexually assault,-9.0,12.463768115942027,1720,-5.354027347271493
3708,COD,181,179,26792,6.681098835473277,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,14.050279329608935,2515,-6.100940023928338
3709,COD,181,68,26792,2.5380710659898478,18,ASSAULT,182,"Physically assault, not specified below",-9.5,18.294117647058822,1244,-6.910534665655207
3710,YEM,181,6,190244,0.03153844536489982,18,ASSAULT,1823,Kill by physical assault,-10.0,5.333333333333334,32,-3.5515412703692917
3711,YEM,181,2929,190244,15.396017745631926,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,15.746671218846021,46122,-5.5954359463673295
3712,YEM,181,16,190244,0.08410252097306617,17,COERCE,1723,Impose curfew,-5.0,4.6875,75,-3.4919613533241938
3713,YEM,181,149,190244,0.7832047265616787,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,14.409395973154366,2147,-4.871557383455471
3714,YEM,181,1955,190244,10.276276781396524,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,20.681841432225067,40433,-5.950423006738636
3715,YEM,181,970,190244,5.0987153339921365,18,ASSAULT,182,"Physically assault, not specified below",-9.5,10.14639175257732,9842,-6.532791897779307
3716,YEM,181,2393,190244,12.578583293034209,19,FIGHT,193,Fight with small arms and light weapons,-10.0,13.510656080234012,32331,-5.965352149556294
3717,YEM,181,128,190244,0.6728201677845292,18,ASSAULT,1821,Sexually assault,-9.0,16.6953125,2137,-8.012114068442651
3718,YEM,181,65,190244,0.3416664914530813,17,COERCE,175,Use tactics of violent repression  ,-9.0,13.338461538461539,867,-7.180737294566381
3719,YEM,181,201,190244,1.0565379197241438,17,COERCE,170,"Coerce, not specified below ",-7.0,29.800995024875625,5990,-5.392118807308528
3720,YEM,181,21,190244,0.11038455877714934,17,COERCE,171,"Seize or damage property, not specified below",-9.2,5.523809523809524,116,-5.347943113107451
3721,YEM,181,43,190244,0.2260255251151153,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,17.279069767441868,743,-5.2735807897481966
3722,YEM,181,437,190244,2.2970501040768703,17,COERCE,1712,Destroy property,-9.2,10.695652173913043,4674,-5.8471155840115525
3723,YEM,181,46,190244,0.2417947477975652,18,ASSAULT,1832,Carry out car bombing,-10.0,21.282608695652176,979,-6.5186876635953706
3724,YEM,181,48,190244,0.2523075629191985,18,ASSAULT,1831,Carry out suicide bombing,-10.0,24.5,1176,-6.667162105602912
3725,YEM,181,45,190244,0.2365383402367486,19,FIGHT,196,Violate ceasefire ,-9.5,16.800000000000004,756,-5.701277795263664
3726,YEM,181,539,190244,2.8332036752801666,18,ASSAULT,186,Assassinate ,-10.0,13.01113172541744,7013,-5.032209860745284
3727,YEM,181,1760,190244,9.251277307037276,19,FIGHT,192,Occupy territory,-9.5,14.935227272727275,26286,-4.520190868357499
3728,YEM,181,137,190244,0.7201278358318791,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,5.6058394160583935,768,-5.353465295460006
3729,YEM,181,120,190244,0.6307689072979963,18,ASSAULT,183,"Conduct suicide, car, or other non-military bombing, not spec below",-10.0,7.9,948,-5.730048252176678
3730,YEM,181,210,190244,1.1038455877714934,17,COERCE,174,Expel or deport individuals,-5.0,7.9952380952380935,1679,-5.310391610695057
3731,YEM,181,3175,190244,16.689094005592818,19,FIGHT,195,Employ aerial weapons,-10.0,17.621102362204727,55947,-5.897880966171784
3732,YEM,181,3688,190244,19.385631084291752,19,FIGHT,194,Fight with artillery and tanks,-10.0,15.357375271149671,56638,-5.337883695438156
3733,YEM,181,119,190244,0.6255124997371796,17,COERCE,1711,Confiscate property,-9.2,5.277310924369746,628,-4.317432082688418
3734,YEM,181,16,190244,0.08410252097306617,18,ASSAULT,185,Attempt to assassinate,-8.0,12.0625,193,-4.773216119749799
3735,YEM,181,20803,190244,109.34904648766846,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,16.99009758207951,353445,-5.507726923043141
3736,YEM,181,3,190244,0.01576922268244991,17,COERCE,1722,Ban political parties or politicians,-5.0,3.6666666666666665,11,-2.8214860336988306
3737,YEM,181,30,190244,0.15769222682449907,17,COERCE,1724,Impose state of emergency or martial law,-5.0,16.03333333333333,481,-5.946199293517191
3738,YEM,181,1495,190244,7.858329303420872,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,17.223411371237464,25749,-4.0348094817981766
3739,YEM,181,55,190244,0.2891024158449149,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,10.127272727272727,557,-4.859666966817682
3740,YEM,181,732,190244,3.847690334517777,18,ASSAULT,1822,Torture,-9.0,20.63661202185793,15106,-7.70985841400064
3741,YEM,181,476,190244,2.5020499989487184,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,13.792016806722687,6565,-5.284393752279081
3742,YEM,181,4,190244,0.021025630243266542,20,USE UNCONVENTIONAL MASS VIOLENCE,201,Engage in mass expulsion,-9.5,4.25,17,-4.169532520627628
3743,YEM,181,3,190244,0.01576922268244991,18,ASSAULT,1833,Carry out roadside bombing ,-10.0,1.3333333333333333,4,-3.935553168635877
3744,YEM,181,37,190244,0.1944870797502155,18,ASSAULT,184,Use as human shield ,-8.0,17.513513513513516,648,-4.20450155379951
3745,KEN,181,62,391703,0.15828318904884567,18,ASSAULT,183,"Conduct suicide, car, or other non-military bombing, not spec below",-10.0,13.596774193548386,843,-6.853017712194138
3746,KEN,181,1240,391703,3.1656637809769137,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,12.187096774193545,15112,-5.956644321967577
3747,KEN,181,414,391703,1.0569232301003568,17,COERCE,170,"Coerce, not specified below ",-7.0,8.968599033816426,3713,-5.1814479376700175
3748,KEN,181,1,391703,0.0025529546620781567,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,3.0,3,-7.38255033557047
3749,KEN,181,3840,391703,9.80334590238012,19,FIGHT,193,Fight with small arms and light weapons,-10.0,8.0078125,30750,-5.383458769704497
3750,KEN,181,16,391703,0.0408472745932505,18,ASSAULT,1831,Carry out suicide bombing,-10.0,10.5625,169,-6.7981601040643715
3751,KEN,181,17,391703,0.04340022925532865,17,COERCE,1724,Impose state of emergency or martial law,-5.0,3.8235294117647065,65,-5.135607161369057
3752,KEN,181,117,391703,0.2986956954631443,17,COERCE,1723,Impose curfew,-5.0,7.170940170940171,839,-3.190212229282808
3753,KEN,181,3675,391703,9.382108383137226,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,10.248979591836733,37665,-3.69212524907054
3754,KEN,181,237,391703,0.6050502549125231,17,COERCE,175,Use tactics of violent repression  ,-9.0,15.767932489451473,3737,-5.903088203832102
3755,KEN,181,340,391703,0.8680045851065731,18,ASSAULT,186,Assassinate ,-10.0,10.81470588235294,3677,-3.35165437725268
3756,KEN,181,24,391703,0.06127091188987575,17,COERCE,1722,Ban political parties or politicians,-5.0,5.583333333333332,134,-1.1282326043872801
3757,KEN,181,816,391703,2.083211004255776,18,ASSAULT,182,"Physically assault, not specified below",-9.5,7.3259803921568585,5978,-6.176587450535353
3758,KEN,181,227,391703,0.5795207082917415,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,5.6211453744493385,1276,-4.1870866350982165
3759,KEN,181,644,391703,1.6441028023783326,18,ASSAULT,1821,Sexually assault,-9.0,12.204968944099381,7860,-6.736932215588729
3760,KEN,181,143,391703,0.3650725166771763,19,FIGHT,195,Employ aerial weapons,-10.0,12.846153846153841,1837,-5.760029376446456
3761,KEN,181,1005,391703,2.565719435388547,19,FIGHT,192,Occupy territory,-9.5,14.645771144278605,14719,-2.6524442509455284
3762,KEN,181,308,391703,0.7863100359200721,18,ASSAULT,1822,Torture,-9.0,7.967532467532469,2454,-5.909525721015768
3763,KEN,181,14196,391703,36.24174438286151,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,8.53543251620175,121169,-6.003248663099508
3764,KEN,181,208,391703,0.5310145697122565,18,ASSAULT,1823,Kill by physical assault,-10.0,6.509615384615387,1354,-7.1723958272203205
3765,KEN,181,989,391703,2.5248721607952964,17,COERCE,1712,Destroy property,-9.2,7.552072800808897,7469,-4.515960536471926
3766,KEN,181,2072,391703,5.289722059825938,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,8.868725868725868,18376,-6.287143524482131
3767,KEN,181,14501,391703,37.02039555479534,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,9.052134335563064,131265,-5.441919721544537
3768,KEN,181,13,391703,0.03318841060701603,18,ASSAULT,1832,Carry out car bombing,-10.0,5.538461538461537,72,-6.969817919135942
3769,KEN,181,2,391703,0.005105909324156313,19,FIGHT,196,Violate ceasefire ,-9.5,10.0,20,-5.559424326833801
3770,KEN,181,226,391703,0.5769677536296633,17,COERCE,1711,Confiscate property,-9.2,9.433628318584073,2132,-5.39971611269642
3771,KEN,181,41,391703,0.1046711411452044,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,61.073170731707314,2504,-5.8098928389857525
3772,KEN,181,1010,391703,2.5784842086989377,17,COERCE,174,Expel or deport individuals,-5.0,8.357425742574257,8441,-3.8634674413020313
3773,KEN,181,380,391703,0.9701227715896994,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,12.265789473684215,4661,-3.5537254294041687
3774,KEN,181,13,391703,0.03318841060701603,18,ASSAULT,185,Attempt to assassinate,-8.0,3.3846153846153846,44,-4.580751105696483
3775,KEN,181,187,391703,0.4774025218086152,17,COERCE,171,"Seize or damage property, not specified below",-9.2,12.620320855614974,2360,-4.753924210130701
3776,KEN,181,82,391703,0.2093422822904088,19,FIGHT,194,Fight with artillery and tanks,-10.0,12.682926829268293,1040,-5.937792596609978
3777,USA,181,193,20579095,0.009378449343860843,20,USE UNCONVENTIONAL MASS VIOLENCE,201,Engage in mass expulsion,-9.5,4.186528497409326,808,-2.611354948128448
3778,USA,181,99115,20579095,4.816295371589471,19,FIGHT,192,Occupy territory,-9.5,14.024920546839528,1390080,-1.4526114830427208
3779,USA,181,5583,20579095,0.2712947289470212,17,COERCE,175,Use tactics of violent repression  ,-9.0,19.43919039942684,108529,-5.400115574481857
3780,USA,181,29,20579095,0.00140919705166821,19,FIGHT,196,Violate ceasefire ,-9.5,8.275862068965516,240,-3.6253714531831887
3781,USA,181,6552,20579095,0.3183813476734521,17,COERCE,1711,Confiscate property,-9.2,14.155067155067155,92744,-4.555121342787486
3782,USA,181,3084,20579095,0.1498608174946469,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,21.12451361867704,65148,-3.8762246259963193
3783,USA,181,842,20579095,0.04091530750015975,18,ASSAULT,1831,Carry out suicide bombing,-10.0,19.36579572446556,16306,-5.790333678401432
3784,USA,181,764,20579095,0.03712505336119008,17,COERCE,1722,Ban political parties or politicians,-5.0,17.63089005235602,13470,-3.715087399403485
3785,USA,181,4398,20579095,0.21371202183575128,18,ASSAULT,183,"Conduct suicide, car, or other non-military bombing, not spec below",-10.0,35.38949522510232,155643,-5.24522401840171
3786,USA,181,888,20579095,0.04315058558211622,18,ASSAULT,185,Attempt to assassinate,-8.0,14.057432432432432,12483,-5.042928229051649
3787,USA,181,450657,20579095,21.89877640391864,19,FIGHT,193,Fight with small arms and light weapons,-10.0,24.68754507308217,11125615,-5.115803155854029
3788,USA,181,7715,20579095,0.3748950087455255,19,FIGHT,194,Fight with artillery and tanks,-10.0,13.72391445236552,105880,-3.7752798673560646
3789,USA,181,33910,20579095,1.6477886904161725,18,ASSAULT,182,"Physically assault, not specified below",-9.5,16.46104393984076,558194,-5.725904071819625
3790,USA,181,6792,20579095,0.3300436681010511,17,COERCE,170,"Coerce, not specified below ",-7.0,17.095995288574787,116116,-4.398243583725184
3791,USA,181,25123,20579095,1.2208019837607047,18,ASSAULT,186,Assassinate ,-10.0,12.253711738247823,307850,-2.3541993583706766
3792,USA,181,725,20579095,0.03522992629170525,18,ASSAULT,1832,Carry out car bombing,-10.0,11.126896551724133,8067,-4.5189702932057685
