Country Name,"Age dependency ratio, young","GNI per capita, Atlas method (current US$)",Human capital index (HCI) (scale 0-1),"Human capital index (HCI), lower bound (scale 0-1)","Human capital index (HCI), upper bound (scale 0-1)",People using at least basic drinking water services (% of population),People using at least basic sanitation services (% of population),"Population ages 00-04, female (% of female population)","Population ages 00-04, male (% of male population)",Population ages 0-14 (% of total population),"Population ages 0-14, female (% of female population)","Population ages 0-14, male (% of male population)","Population ages 05-09, male (% of male population)","Population ages 10-14, female (% of female population)","Population ages 10-14, male (% of male population)","Population ages 15-19, female (% of female population)","Population ages 15-19, male (% of male population)","Population ages 20-24, female (% of female population)","Population ages 20-24, male (% of male population)","Population ages 45-49, male (% of male population)","Population ages 50-54, male (% of male population)","Population ages 55-59, male (% of male population)","Tuberculosis death rate (per 100,000 people)",Urban population growth (annual %),transformed_High income,transformed_Low income,transformed_Lower middle income,transformed_Upper middle income,hdi
Colombia,32.2642570374796,5790.0,0.60433030128479,0.591710686683655,0.61637419462204,97.49165711,93.68063058,6.9957317694738475,7.60038077910825,22.183570505064306,21.299628701784503,23.099838764446698,7.579415834512861,7.31590697774991,7.92004215082561,8.02974478653442,8.672642836593031,8.39783429967658,8.99182391175608,5.692438739375241,5.48768831827524,4.962255895279982,2.1,1.4687733536546101,0,0,0,1,0.7609999999999999
Comoros,67.4216578278588,1400.0,0.40468829870224,0.3601017892360689,0.434066563844681,0.0,0.0,14.0610569403771,14.342316135989002,39.0198493331999,38.6604229803547,39.3728072075194,13.241445972101,11.5939035879538,11.7890450994294,10.2268982832957,10.3772229985889,9.091942767240141,9.20978541124761,3.9206388648886494,3.18885314816039,2.5514472715335397,9.7,2.91220065368456,0,0,1,0,0.5379999999999999
"Congo, Dem. Rep.",89.46794655309179,550.0,0.366369277238846,0.343863993883133,0.384989798069,45.95212696,15.38867157,17.470075292469097,17.8748920939065,45.795189251334115,45.3247237444893,46.26714251960379,15.4067557601881,12.7570029737422,12.9854946655092,10.5054304862796,10.6479013321622,8.60755173904699,8.65378017333505,3.28260647263893,2.6531814728872,2.08950437497758,45.0,4.448304653510808,0,1,0,0,0.459
"Congo, Rep.",73.7403628521748,1770.0,0.41926571726798995,0.392945200204849,0.440487414598465,73.78451158,20.45974611,14.7235075942977,15.068208909419198,41.270262683426296,40.860117316708,41.681146655503504,14.098237081008401,12.3127861305838,12.514700665075901,10.3210529098498,10.445906268341801,8.596972420651161,8.665103432464733,4.39206174968567,3.4035168416478103,2.46354488990009,53.0,3.19956759567998,0,0,1,0,0.608
Costa Rica,30.2210660458026,11530.0,0.628635048866272,0.61889111995697,0.638374447822571,99.81053693,97.91499372,6.665377291354622,6.99778709948151,20.8280216516382,20.327354868778,21.3295005728709,7.1889405267269,6.811079316981549,7.1427729466625,6.97043355179484,7.29848538904143,7.69576601054986,8.01795309845364,5.863321959737152,5.8794314983128215,5.72466205331393,0.75,1.78224364902207,0,0,0,1,0.794
Croatia,22.6482199901253,14530.0,0.7096939682960509,0.7003625631332401,0.7188518047332759,0.0,96.56523542,4.201552604544919,4.79095555380409,14.5415633136651,13.6253184419768,15.5257031302102,5.26011321219911,4.83707247871095,5.474634364207,4.50193228898163,5.113040420514,5.41106766962562,6.11799572776528,6.815164210232751,7.00775832974619,7.350911335972659,1.5,0.0967717694402532,1,0,0,0,0.8370000000000001
Cuba,23.3490061245727,0.0,0.0,0.0,0.0,97.00269616,91.35635221,4.870695973521992,5.21919925569062,15.920721599461,15.371124859463599,16.478105681405097,5.73774048327473,5.14491294983051,5.52116594243979,5.47460805856695,5.879005624287361,5.9806268397734,6.405015552680299,8.42691733997597,8.70430844453992,8.36588738479529,0.35,0.0495578357624637,0,0,0,1,0.778
Cyprus,24.0199796459157,26110.0,0.755520224571228,0.7459179162979129,0.764445602893829,99.76517318,99.39596129,5.2051264641540005,5.53193463614763,16.5771738149134,16.0775825664448,17.0773171790547,5.75976696480943,5.438132507075468,5.785615578097612,5.8730108785834805,6.36903203571085,7.26160765889373,8.22068750683497,6.4648044618683205,6.11717375239017,6.00118638507143,0.39,0.7544773571233241,1,0,0,0,0.873
Czech Republic,24.5790846158467,22070.0,0.752257406711578,0.7428697347640991,0.7615647315979001,99.88059167,99.13349732,4.99689135945082,5.446274098050232,15.755551345174696,15.0965701945751,16.435019142641803,5.40595183860778,5.13678018416396,5.582793205983782,4.373470971919232,4.740729389085518,4.23446507469934,4.57450912485524,8.42801604241765,6.699374606687268,6.24410860684886,0.21,0.442133008051133,1,0,0,0,0.8909999999999999
Denmark,25.618634324373303,63010.0,0.755094826221466,0.747646927833557,0.7622250318527221,100.00000109999999,99.59722947,5.15729998400188,5.50024814533502,16.2817353400313,15.750013217332098,16.819738823996,5.2996480816403295,5.62035290619951,6.019842597020661,5.70463485489429,5.999108830049441,6.25416689267732,6.66022773802937,6.5200577489241525,7.4290441525046695,6.722151199519613,0.17,0.43020163782909104,1,0,0,0,0.93
Djibouti,43.55490906429539,3310.0,0.0,0.0,0.0,76.04992021,66.72263564,10.4398849489029,9.67219211049089,28.912246963562797,29.2732122411297,28.5859346850536,9.54579348854416,8.51241660607792,9.3679490860185,8.74055721745212,9.59222956764349,8.80537473694535,9.42401920642475,5.64265799346041,4.2006346906413,3.5940754499579,26.0,1.66130003195854,0,0,1,0,0.495
Dominican Republic,42.1929708550865,7260.0,0.502766907215118,0.48870384693145796,0.515102922916412,96.68681192,87.17818151,9.04361531709498,9.44570952082663,27.439340849988604,26.85808676652,28.0218212448918,9.380134310138821,8.82163243701583,9.195977413926313,8.65714815078113,9.01724666799306,8.51520655476603,8.80758317420932,5.51101231662288,4.87428864830905,4.24127469498206,2.0,1.8757425842173303,0,0,0,1,0.745
Ecuador,42.1304186170586,5530.0,0.5942548513412479,0.585349440574646,0.603065609931946,95.35976356,91.52492213,9.23671026720804,9.661114162823,27.391924323305894,26.7953687129028,27.9881847184901,9.32669010849827,8.627360225089872,9.00038044716878,8.68036936998943,9.014206647523801,8.73877580964241,9.01922714486582,5.524281017748869,4.8072452009768485,4.02094238701643,3.9,1.8196603137309093,0,0,0,1,0.758
"Egypt, Arab Rep.",55.839569481270296,3000.0,0.494374662637711,0.4802601933479311,0.5076782703399659,99.44017596,97.32547363,12.183320669619805,12.627171393336,33.921026207374,33.2667536230035,34.5617405086782,12.291006250292304,9.279474626300633,9.6435628650499,8.34529409247094,8.65666005104321,8.108222501069049,8.33856547438321,4.69361638046265,4.002733929893471,3.4876425216074103,0.56,2.0442059542637803,0,0,1,0,0.7
El Salvador,41.061179459684894,3630.0,0.5461766123771671,0.530962347984314,0.55970561504364,97.94657541,82.44975254,8.155889496625429,9.71063329758953,26.590587254025998,24.433173506577397,29.041695099235202,9.61776089241819,8.20224031872205,9.71330090922743,8.466721182267719,9.74317157287652,9.34077767925289,10.237305461951301,4.85729265741543,4.25516989722121,3.6970133288368197,0.97,1.45959253768289,0,0,1,0,0.667
Equatorial Guinea,60.45301657632029,5810.0,0.0,0.0,0.0,0.0,0.0,15.859975425831802,12.930623542376802,36.779224296767204,40.886597441395395,33.502524411184304,11.1717368461519,11.4019322042065,9.40016402265563,9.6009508436328,7.83912965478356,9.287268814095619,10.2987006330249,3.4716420205540897,2.61846792588226,1.6613701017453,51.0,4.05678215704239,0,0,0,1,0.588
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0,1,0,0,0.434
Estonia,26.134207964507,23170.0,0.77720320224762,0.765454649925232,0.7887171506881709,99.59078178,99.14176925,4.77636613411299,5.7017515943836905,16.498170044514502,15.2145232013958,17.923927848568606,6.05881716460659,5.22273139440439,6.16335908957827,4.34303657301496,5.08818437567626,4.07444386985502,4.70438662372545,7.7997504996372,5.959367083773558,6.72648522728719,1.2,0.57038440813616,1,0,0,0,0.882
Eswatini,63.956037484449,3410.0,0.3725008070468901,0.352485179901123,0.389619916677475,70.75307095,64.29217458,12.0616414206479,12.717892241107199,37.442896004358,36.5844645448258,38.33097173801721,12.619161189402304,12.4901682917237,12.993918307507801,10.827253495341802,11.462973225120802,9.163660650113233,10.304154771007099,3.81789294257115,2.91510883213266,2.12648798041513,20.0,1.8314271316673505,0,0,1,0,0.608
Ethiopia,70.5938717268796,890.0,0.382784843444824,0.372133255004883,0.3922038972377779,49.61557274,8.910277929,14.3979916844031,14.8135863178146,39.9176363563044,39.429316347028,40.405364794498894,13.423040401997099,11.9312689379737,12.1687380746872,11.197497202104499,11.376142306856801,10.1244599607275,10.311212360694,3.6015194507834103,2.7257915008710096,2.0150656759886,17.0,4.7315930224040095,0,1,0,0,0.47
Fiji,44.51545982362929,4890.0,0.508573293685913,0.49649858474731495,0.520610868930817,94.30106524,99.16077717,9.826276032602062,10.1132554215912,29.0112611482021,28.692707933078108,29.3210841860895,9.885070635965981,9.176675873479411,9.32275812853235,8.25833020663342,8.517503711306599,7.96133138649175,8.07456973071553,5.59449184834082,5.28481249642085,4.88394733248462,5.8,1.5984846894515299,0,0,0,1,0.7240000000000001
Finland,25.7632629620082,49780.0,0.796001017093658,0.7870250344276429,0.80467289686203,100.00000329999999,99.44792539,4.58894880625799,4.9502160367090395,15.865122222382698,15.2869766607129,16.459303632037102,5.7035081902177,5.40288970741143,5.80557940511037,5.14337438290332,5.55759283210475,5.4340472141272,5.879360534269072,5.86113483867332,6.449480787262219,6.73230844903722,0.55,0.24797592984891798,1,0,0,0,0.925
France,28.6618412041778,39480.0,0.762737214565277,0.7544858455657959,0.771440088748932,99.9999985,98.64760678,5.25337651940516,5.85777193752484,17.653655860491398,16.7202380858724,18.64898424920289,6.31834397805959,5.79189716092507,6.4728683336185,5.64607855934855,6.286788884617032,5.4270567516628,5.91642806978779,6.8667118614450295,6.79482652217,6.58202591107497,0.68,0.540944063384709,1,0,0,0,0.8909999999999999
Gabon,62.9380335151272,7030.0,0.457612454891205,0.433462828397751,0.47837093472480796,85.3419306,49.82416677,14.5024952556287,14.2897496058627,37.26388687956421,37.5941782858774,36.9455375538242,12.4530610299297,10.4136432928224,10.202726918031802,8.79598197047418,8.584601369638099,8.15437095218662,7.97013560441151,4.99040476530956,3.6610189839114304,2.4363245396141098,84.0,2.8073378232318102,0,0,0,1,0.7020000000000001
"Gambia, The",82.1210424907451,750.0,0.42157062888145497,0.39422816038131697,0.44180372357368497,80.94040714,46.87122407,16.6415734358735,17.2535751831395,43.950017131025,43.1875572601804,44.725415922706006,14.864251505999,12.2083630237972,12.6075892335675,10.5329178310254,10.740817995227498,9.443291487566132,9.440819663924447,3.0471240008677203,2.55619336859846,1.99868172943748,18.0,3.941044324368701,0,1,0,0,0.466
Georgia,31.3367043520859,4270.0,0.5689257979393011,0.561714708805084,0.5758548378944399,97.3481397,85.76672943,6.23037546912088,7.2720406348111,20.220411930611103,18.542942640334,22.062489118869,7.77282249831293,5.7492332184518,7.01762598574499,4.8950931728184806,6.06913324921222,5.2789628860488795,6.47955241536124,6.4467841031081505,6.06077022891007,6.65175699692883,4.8,0.533010073479484,0,0,0,1,0.7859999999999999
Germany,21.6846735570901,47470.0,0.7511624693870541,0.740105748176575,0.762275040149689,100.00000229999999,99.22561915,4.6646865889505325,5.027881675716371,13.955595452885197,13.360357952885,14.5645184528236,4.75745903549001,4.3247345392519305,4.779177741617231,4.64678158066055,5.19177520929094,5.12400457382563,5.75261039169222,6.29629998963442,8.09576058824349,8.19300099423142,0.32,0.276895619755864,1,0,0,0,0.939
Ghana,62.1665719617475,2340.0,0.450056403875351,0.43752223253250105,0.46175664663314797,85.79099665,23.70247451,13.3154942920245,13.5181595884546,37.1311565625911,36.853879143083795,37.40090396196221,12.6036706415029,11.116772192501399,11.279073732004699,10.010614146914001,10.1773276303065,9.12282794705405,9.28539741494587,4.48332091957593,3.7687621440483903,2.9581208227378304,32.0,3.2565353358402995,0,0,1,0,0.596
Greece,21.3174974983054,17930.0,0.6900064945220951,0.6803865432739261,0.7001301646232609,100.00000229999999,98.99374813,3.73611092792285,4.12787690589946,13.6559208078554,12.9863035896315,14.3505858096034,4.761205717317201,4.952413971129951,5.46150318638672,4.8472366940946605,5.265308085145981,4.87949457626672,5.28653632863979,7.7625001319435,7.68026512238688,6.69854682313277,0.5,0.354765215767831,1,0,0,0,0.872
Grenada,35.7914029994515,9410.0,0.565070509910584,0.553347826004028,0.5766236782073969,0.0,0.0,7.8814029685066105,8.13538982811563,23.7764723656497,23.3541618176284,24.1944022870857,8.23244979352698,7.49825434623028,7.82656266544312,6.58514314360912,6.76949140578124,7.686247829122879,7.775385592771679,5.81300956481841,5.3859457170084415,5.55359474817351,1.9,0.847638662924855,0,0,0,1,0.763
Guatemala,54.1136811493132,4490.0,0.4612700939178471,0.451281309127808,0.47037664055824296,94.00642827,67.92858108,11.113788499655302,11.955329882071199,33.342431565664,32.149920261500895,34.5702766330403,11.4715361507375,10.368975683223699,11.1434106002316,10.4959499180169,11.2343010605171,9.785224292173659,10.3450518170785,3.83558195554173,2.95037707136051,2.35599220537551,2.3,2.28880632653613,0,0,0,1,0.6509999999999999
Guinea,79.7221760012635,1020.0,0.37094247341156,0.352458745241165,0.38669076561927795,63.96178874,29.77614039,15.381799226439199,16.6418079359268,43.0489549254367,41.404336388891394,44.8039376481332,14.7784104914127,12.3548909825685,13.3837192207937,11.036589700980501,12.0146054749439,9.51793612503942,10.3844907963409,2.6082779258563398,2.13499140752568,1.7537052782881901,17.0,3.8137569489133702,0,1,0,0,0.466
Guinea-Bissau,75.97301853732559,760.0,0.0,0.0,0.0,59.01691221,18.225043799999998,15.0371579513838,15.990734344730198,41.9272144678788,40.758855787757504,43.1473104150328,14.498361370943,12.028015434152696,12.6582146993596,10.306345450078199,10.7657149980004,9.08760841258805,9.310633170422607,3.38383392455554,2.49040454141758,1.93602335111328,74.0,3.3739176635920094,0,1,0,0,0.461
Guyana,42.4889359845415,7130.0,0.4952264726161961,0.47736513614654497,0.509675323963165,95.55480685,85.78250661,9.19567274494259,9.583641976088929,27.73192363632669,27.209022787141,28.248586142298397,9.59779951409307,8.857573975090151,9.06714465211643,9.497966803918061,9.53459621943173,9.47213626249968,10.2030342637701,5.663520828013719,5.44256210987766,4.53243466675431,12.0,0.845089549856879,0,0,0,1,0.67
Haiti,52.082038437091704,1320.0,0.446564912796021,0.4282266795635221,0.46255362033844,66.6953084,37.12173441,10.7196427755256,11.4418073934785,32.4738952625242,31.501216740465196,33.472467961563694,11.1894100093398,10.250744102236698,10.8412505587454,9.84552174412855,10.2333533874409,9.28609467168782,9.39891885551179,4.03478573059898,3.6007816658653904,3.08226597789546,11.0,2.8125081058090604,0,0,1,0,0.503
Honduras,47.468700219494494,2180.0,0.4810231328010561,0.469157963991165,0.491263329982758,95.68922113,83.77658071,10.0205257431401,10.516056158161,30.5881798237931,29.9050916434477,31.2722272514185,10.2067740579687,10.121035698488699,10.549397035288802,10.292736001653001,10.7278818641794,10.066250609395805,10.4240757504728,4.574146069413692,3.67774122629767,2.85125119218894,5.2,2.6967980811295402,0,0,1,0,0.623
"Hong Kong SAR, China",18.3310944529128,48630.0,0.812756538391113,0.8024086952209469,0.822600364685059,100.0,96.50417399,4.28938102521811,5.48102635546591,12.672434410598099,11.0895068224804,14.539609369049199,4.66862189526541,3.3237687321834506,4.38996111831788,3.17946172376755,4.00626107302279,4.5707488831303005,5.491695996064731,6.78248992780113,7.12877354952487,8.577140920077701,2.0,-0.341579602527262,1,0,0,0,0.939
Hungary,22.0220789835804,15890.0,0.683087289333344,0.674525618553162,0.691527485847473,99.99999747,97.9837035,4.42685214049137,5.1552229873379005,14.4086586501878,13.3895436286636,15.530562678979699,4.98803032780896,4.65496076500051,5.3873093638328005,4.664403557285549,5.430956042770702,4.985735062115,5.77523634883243,8.44701332321942,6.925686255406362,5.722455835737129,0.64,0.196052610816182,1,0,0,0,0.845
Iceland,29.904582638325802,62420.0,0.7452818751335141,0.7390626072883609,0.751472234725952,99.99999721,98.78054272,5.86299272866437,6.11475744581547,19.424281230677305,19.03382495805,19.8098071818208,6.705171961144661,6.613088404133179,6.98987777486071,6.245105831787809,6.35220676176308,6.41172834054579,6.621160409556309,6.251276217146517,5.99224059974913,6.13284326594907,0.62,1.65871413643107,1,0,0,0,0.938
India,38.8915736652485,1920.0,0.493510901927948,0.4892657995224001,0.49779936671257,90.48952503,71.26847596,8.395052995767111,8.53832536302384,26.1606114389267,25.8875382320968,26.4130462687842,8.62879449179939,9.028966007061527,9.24592641396093,8.95676649968683,9.297275807617439,8.69493076906234,9.045561742860288,5.68352389761793,4.90902459663386,4.20446677125538,36.0,2.29782759107855,0,0,1,0,0.647
Indonesia,38.2528616512909,3870.0,0.540038466453552,0.530018210411072,0.549938440322876,92.41534961,86.462642,8.516251446183139,8.78080440125337,25.9360062932775,25.497604078059698,26.3683226970828,9.01210628009972,8.22850591904202,8.57541201572975,8.32828740106458,8.71931346653721,8.120059119731,8.44172420017473,6.65788295971283,5.81473960011621,4.74897660514783,34.0,2.23010935628228,0,0,1,0,0.7070000000000001
"Iran, Islamic Rep.",36.023226190536604,2960.0,0.5934044718742371,0.581339716911316,0.6037614941596979,97.48263633,90.26676799,8.95587969252136,9.22764463252875,24.744696129195297,24.3310934708511,25.1502638415601,8.41037034025754,7.291458531458808,7.5122488687738,6.49336879875113,6.67260401157261,6.62521585241749,6.6052046379672875,6.14983736950641,5.47435572089175,4.3060401751483,1.0,1.93164307865068,0,0,1,0,0.797
Iraq,64.0915851379172,4680.0,0.407643288373947,0.40058308839797996,0.413814187049866,98.35990325,99.96973686,13.1507332721696,13.597092963682,37.7137463856355,37.1154445883343,38.2975489761211,13.2009298853735,11.1661903197754,11.499526127065499,10.1827032591692,10.456986022737802,9.35550831939531,9.53652702176043,4.37355196623128,3.361904231395,2.11365405399351,2.3,2.59903771391135,0,0,0,1,0.6890000000000001
Ireland,32.2531889310901,65620.0,0.7925990223884579,0.7835327386856079,0.8010845184326171,97.39970651,91.33736508,6.116880834379341,6.5906568179398395,20.8322717914466,20.1560700871565,21.5181110482432,7.50072715064236,7.02432024491172,7.42672707966104,6.15987390843239,6.48108449674037,5.751902212273179,5.9830729936863305,7.421179114030679,6.33932581611186,5.83890747502702,0.37,1.6067156993253702,1,0,0,0,0.942
Israel,46.569240489781706,42600.0,0.7339953184127809,0.7227711677551271,0.744976282119751,100.0,99.94903563,9.504524978470009,10.088537521149,27.82847045272189,26.9692811191179,28.6955066447824,9.81333608163381,8.25245018659326,8.79363304199956,7.4702628499083605,7.95451934104854,6.989242365133929,7.4306477748863395,5.7100352659874405,4.7696708329880595,4.26012106913531,0.24,1.8761315465480601,1,0,0,0,0.906
Italy,20.384749981511398,32290.0,0.727819681167603,0.719787061214447,0.7354813814163209,99.91703407,99.8851602,3.6339648562925397,4.067192692370081,12.9872905260916,12.281283362165198,13.731339633072901,4.6699634567549015,4.471307357379518,4.99418348394789,4.4856607135426305,5.0426960643188306,4.563964347333429,5.18578456725172,8.156438719364349,8.222326963106019,7.727784670860269,0.51,0.133919872109161,1,0,0,0,0.883
Jamaica,34.5718782754472,4670.0,0.534977912902832,0.517991423606873,0.547929584980011,91.0299445,86.60642453,7.57059912036044,8.02277563023895,23.358155754133396,22.7440463419867,23.98129883420511,8.123140277115299,7.49101587642137,7.83538292685084,7.8694217978974494,8.32475414063707,8.59029714653508,9.05282310441802,5.80488704384268,5.587418968305872,4.97774626592481,0.24,1.01662935138614,0,0,0,1,0.726
Japan,21.044258295718397,40360.0,0.804714262485504,0.796795904636383,0.81325364112854,99.07891245,99.921764,3.59166318994952,3.97362429658327,12.448556731833301,11.835424995279501,13.0911827910672,4.4912473546850995,4.1833980541168305,4.626311139798861,4.28880040673999,4.73950231927835,4.5135088905154,4.98045076157783,8.240398509903441,7.068140526511692,6.4200186403763615,2.8,-0.2487051098915949,1,0,0,0,0.915
Jordan,51.9901389893782,4310.0,0.553174376487732,0.541209638118744,0.563964486122131,98.94030296,97.08435633,10.2360039712846,10.501746135630805,32.8538466710326,32.6482318115304,33.054296194390304,11.387599523730199,11.1725632752259,11.164950535029302,10.2273681544028,10.165062614462801,9.25158040412049,9.178008660120382,5.35966174078524,4.33784186888874,3.1349527359673703,0.09,1.23467108143259,0,0,0,1,0.723
Kazakhstan,46.2951087821466,8710.0,0.628506422042847,0.621939837932587,0.634843647480011,95.43497032,97.8671202,9.62099876569885,10.868425652799802,29.144173150275996,27.4773566583966,30.911750863250603,10.987629786614402,8.061731200500681,9.055695423836367,5.6351932289765285,6.277272348690139,5.549978020995541,6.18580899093037,5.85891115917708,5.03331581611596,5.32508776806253,3.2,1.5195106751106298,0,0,0,1,0.8170000000000001
Kenya,65.5158101115732,1840.0,0.5467525124549871,0.527030169963837,0.5646011233329771,61.63289158,32.69894486,12.8860024811505,13.317886124485801,38.589603642806,38.030160531048004,39.1560507807934,13.1304656128686,12.3496138455012,12.707699043439,11.048017147817,11.309983518178198,9.67513016133319,9.802943103861981,3.94919225898943,2.92717484013995,2.1471655230095603,39.0,4.01041775742508,0,0,1,0,0.579
Kiribati,59.9930079709132,2960.0,0.4925929307937621,0.4625399112701421,0.516819953918457,77.97092085,45.57596312,12.172580804586305,13.228585046983499,35.9165836465772,34.3003525419261,37.58681737709379,12.731513005583599,10.885967513426195,11.626719324526801,8.243550459622421,8.83494484543102,8.94533952752792,9.30648236415634,3.9765763311997797,4.29490671387716,3.6803758681737695,45.0,2.9262181829928102,0,0,1,0,0.623
"Korea, Rep.",17.5016869798142,32960.0,0.7987762689590451,0.788339078426361,0.809219837188721,99.93139665,99.9374936,3.60387119971782,3.7960942191909903,12.5428090967313,12.1964608586641,12.888310671447,4.51475723348228,4.30388563924637,4.57745921877371,4.636924362453018,5.02328502297255,5.987951801111491,6.55785309150438,8.51879699775429,8.44891036939585,8.11418158928201,3.8,0.118490422980679,1,0,0,0,0.906
Kuwait,28.4260132243298,0.0,0.562588036060333,0.552965342998505,0.5721922516822809,100.0,100.0,8.54347851027434,5.66846666559569,21.4622119618196,25.6498182193649,18.8095298200843,6.5264304560124815,8.169350353869929,6.61463269847608,6.08066942130297,4.7540855691798605,5.659805436451651,4.33594727142959,11.0910303750775,8.72108278388615,5.511607430407818,0.5,1.49775613966585,1,0,0,0,0.8079999999999999
Kyrgyz Republic,52.1353238651849,1160.0,0.596617102622986,0.58721125125885,0.605376899242401,91.69930522,97.89104384,11.2245031045633,12.0904665553238,32.6488402017414,31.5265970886169,33.7954060242868,12.2113736997524,8.924781637169948,9.49356576921051,7.4400023537112405,7.89472216455394,7.65538513055059,8.11822376187923,4.87343792121514,4.36641495753377,4.1062569912030895,4.6,2.7971341429446697,0,0,1,0,0.674
Lao PDR,50.07907202621311,2520.0,0.45666533708572404,0.4414177536964421,0.470381379127502,85.21974318,79.48011751,10.7775013921996,11.127024142106599,31.947231553309997,31.4813169297542,32.4096320876807,10.7348059611249,10.277027023297899,10.5478019844493,9.64859171214887,9.83105837842989,9.469137321932287,9.55311279880519,4.88636544120506,3.92604292575102,3.2494439719217496,23.0,3.2623529728397,0,0,1,0,0.604
Latvia,26.1322418694274,17880.0,0.70658141374588,0.69415694475174,0.7191427946090699,98.78260115,92.42436928,5.36737387227029,6.83751736957862,16.432103098402198,14.673713153945599,18.4887086235932,5.60554262103491,4.8792072898494006,6.045648632979653,4.20035678250625,5.04292931616774,3.28184834579974,4.1593814129404505,7.43406461943368,6.513476952524692,7.64813604866243,3.4,-0.507162973074089,1,0,0,0,0.8540000000000001
Lebanon,37.2039059561265,5370.0,0.5151255130767821,0.5049667954444891,0.523942470550537,92.6,99.2,8.173564827052338,8.413543958138929,25.06879771209061,24.238456781965102,25.88791488078569,8.92219622754418,7.8197277867985795,8.552174695102611,8.39986830677441,8.48057452442643,8.82185305112907,8.56111016355691,6.029462014945231,6.205784711675428,5.7521423294969996,1.4,-0.254489950764724,0,0,0,1,0.73
Lesotho,51.3237060201424,1100.0,0.400392591953278,0.37545609474182107,0.42323952913284296,72.17603927,50.31807569,11.5997206307553,12.0744595297791,32.2380358212327,31.785530663354503,32.702587634230596,10.656606272766,9.810817634170027,9.971521831685507,9.993992455556151,10.2639670750745,9.31915724839722,9.724395666777037,4.29395903306684,3.2467004115615694,2.71602251762146,53.0,2.33383865503819,0,0,1,0,0.518
Liberia,71.6972214682667,570.0,0.319014221429825,0.303157895803451,0.331662684679031,75.26179159,18.16357204,14.414397937608195,14.865101380942399,40.372218018495005,39.7837017292888,40.954376707692596,13.609545418968999,12.1575038824907,12.4797299077812,10.7978170581495,11.026969497813,9.114609218261581,9.19659442785342,3.89933055107513,3.0580455206390096,2.38171371215938,56.0,3.3214839924861197,0,1,0,0,0.465
Libya,41.0474520837284,4960.0,0.0,0.0,0.0,99.8915238,92.10600221,8.91936929655699,9.240020214850539,27.7847746828399,27.3098705382728,28.2505707408777,9.79108534316669,8.93300612775712,9.21946518286051,8.05616375953329,8.29927434682998,7.830362522225982,7.94955051363075,7.151997975055469,5.46977185067649,3.46532469887455,13.0,1.7449921123785601,0,0,0,1,0.708
Liechtenstein,0.0,0.0,0.0,0.0,0.0,100.0,99.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6203267474565121,1,0,0,0,0.917
Lithuania,24.220573281789605,19620.0,0.70604795217514,0.697123229503632,0.715152084827423,98.01334724,93.93707198,4.8126791693109015,5.93196596472821,15.477930520969698,14.0151432260323,17.1756533995986,6.36062118101219,4.04526008271878,4.8830662538581695,4.04259305862529,5.00370241915194,4.45817012057684,5.43283383082524,7.47420409893118,6.98546889769498,8.54826279953682,4.4,0.301239627807458,1,0,0,0,0.8690000000000001
Luxembourg,22.2088011577738,80860.0,0.6861461400985721,0.680551052093506,0.6914051175117489,99.87993254,97.59134711,5.21899615047723,5.401990606057731,15.5575755058485,15.3819301914418,15.7293255882269,5.2854349673233605,5.0160154368772,5.04190001484584,5.40904815620465,5.5861421978792505,6.22323353448248,6.50089864713333,7.99116830444712,8.0499199272238,6.943746900536032,0.35,2.21198053966015,1,0,0,0,0.909
Madagascar,70.48701034648391,470.0,0.391991019248962,0.374714523553848,0.408600389957428,53.38588491,12.31140011,14.635452999337002,15.0460392718757,40.0625394125994,39.5919114467729,40.5352836730423,13.358464681508801,11.9265011097979,12.1307797196579,10.831707070998199,10.9238408963722,9.66311146983367,9.66260452061689,3.840525750293952,3.03864333862555,2.3776117169789504,44.0,4.402811227167501,0,1,0,0,0.521
